0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-14773,980,-7998,4177,-1,3541,-6269,-4178,2955,7376,-3820,4179,-11817,-11897,6267,-4178
11824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13375,5911,5898,0,497,1,2062,0,-2063,5911,-496,0,-5897,1,-13376
0,-15465,2956,-7987,0,1593,2956,27,0,-27,2956,-1593,0,7987,2956,15465
13296,11414,14953,-13813,-11819,-1283,1043,-11759,4432,1628,8685,771,5911,5969,-1045,7073
-14773,980,-7998,4177,-1,3541,-6269,-4178,2955,7376,-3820,4179,-11817,-11897,6267,-4178
11824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13375,5911,5898,0,497,1,2062,0,-2063,5911,-496,0,-5897,1,-13376
0,-15465,2956,-7987,0,1593,2956,27,0,-27,2956,-1593,0,7987,2956,15465
13296,11414,14953,-13813,-11819,-1283,1043,-11759,4432,1628,8685,771,5911,5969,-1045,7073
-14773,980,-7998,4177,-1,3541,-6269,-4178,2955,7376,-3820,4179,-11817,-11897,6267,-4178
11824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13375,5911,5898,0,497,1,2062,0,-2063,5911,-496,0,-5897,1,-13376
0,-15465,2956,-7987,0,1593,2956,27,0,-27,2956,-1593,0,7987,2956,15465
13296,11414,14953,-13813,-11819,-1283,1043,-11759,4432,1628,8685,771,5911,5969,-1045,7073
