0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,2089,2597,11198,-8865,-2088,-866,11539,-1,2091,15133,4802,8863,-2092,-5044,-3899
11824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,-2210,-15492,-293,-2955,7428,-9580,987,2955,988,9580,7429,-2955,-294,15492,-2211
0,-121,15492,-2383,0,5339,9580,3077,0,3077,-9580,5339,0,-2383,-15492,-121
-4431,-2232,-3389,3350,5908,-4479,-5837,4960,-4433,500,-5477,6738,-2956,-5609,8791,-3228
-1,2089,2597,11198,-8865,-2088,-866,11539,-1,2091,15133,4802,8863,-2092,-5044,-3899
11824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,-2210,-15492,-293,-2955,7428,-9580,987,2955,988,9580,7429,-2955,-294,15492,-2211
0,-121,15492,-2383,0,5339,9580,3077,0,3077,-9580,5339,0,-2383,-15492,-121
-4431,-2232,-3389,3350,5908,-4479,-5837,4960,-4433,500,-5477,6738,-2956,-5609,8791,-3228
-1,2089,2597,11198,-8865,-2088,-866,11539,-1,2091,15133,4802,8863,-2092,-5044,-3899
11824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,-2210,-15492,-293,-2955,7428,-9580,987,2955,988,9580,7429,-2955,-294,15492,-2211
0,-121,15492,-2383,0,5339,9580,3077,0,3077,-9580,5339,0,-2383,-15492,-121
