0,-4,-5909,-5909,0,0,738,0,0,0,0,0,0,0,0
0,5,5909,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-1,-17727,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-8,-5909,5909,0,0,738,0,0,0,0,0,0,0,0
0,7,17727,-17727,0,0,738,0,0,0,0,0,0,0,0
0,2,17727,5909,0,0,738,0,0,0,0,0,0,0,0
0,5,5909,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-3,-5909,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-7,-5909,17727,0,0,738,0,0,0,0,0,0,0,0
0,-2,-17727,-5909,0,0,738,0,0,0,0,0,0,0,0
0,-4,-5909,-5909,0,0,738,0,0,0,0,0,0,0,0
0,5,5909,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-1,-17727,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-8,-5909,5909,0,0,738,0,0,0,0,0,0,0,0
0,7,17727,-17727,0,0,738,0,0,0,0,0,0,0,0
0,2,17727,5909,0,0,738,0,0,0,0,0,0,0,0
0,5,5909,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-3,-5909,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-7,-5909,17727,0,0,738,0,0,0,0,0,0,0,0
0,-2,-17727,-5909,0,0,738,0,0,0,0,0,0,0,0
0,-4,-5909,-5909,0,0,738,0,0,0,0,0,0,0,0
0,5,5909,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-1,-17727,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-8,-5909,5909,0,0,738,0,0,0,0,0,0,0,0
0,7,17727,-17727,0,0,738,0,0,0,0,0,0,0,0
0,2,17727,5909,0,0,738,0,0,0,0,0,0,0,0
0,5,5909,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-3,-5909,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-7,-5909,17727,0,0,738,0,0,0,0,0,0,0,0
0,-2,-17727,-5909,0,0,738,0,0,0,0,0,0,0,0
0,-4,-5909,-5909,0,0,738,0,0,0,0,0,0,0,0
0,5,5909,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-1,-17727,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-8,-5909,5909,0,0,738,0,0,0,0,0,0,0,0
0,7,17727,-17727,0,0,738,0,0,0,0,0,0,0,0
0,2,17727,5909,0,0,738,0,0,0,0,0,0,0,0
0,5,5909,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-3,-5909,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-7,-5909,17727,0,0,738,0,0,0,0,0,0,0,0
0,-2,-17727,-5909,0,0,738,0,0,0,0,0,0,0,0
0,-4,-5909,-5909,0,0,738,0,0,0,0,0,0,0,0
0,5,5909,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-1,-17727,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-8,-5909,5909,0,0,738,0,0,0,0,0,0,0,0
0,7,17727,-17727,0,0,738,0,0,0,0,0,0,0,0
0,2,17727,5909,0,0,738,0,0,0,0,0,0,0,0
0,5,5909,-17727,0,0,738,0,0,0,0,0,0,0,0
0,-3,-5909,-17727,0,0,738,0,0,0,0,0,0,0,0
1,-7,-5909,17727,0,0,738,0,0,0,0,0,0,0,0
1,-2,-17727,-5909,0,0,738,0,0,0,0,0,0,0,0
1,-4,-5909,-5909,0,0,738,0,0,0,0,0,0,0,0
1,5,5909,-17727,0,0,738,0,0,0,0,0,0,0,0
1,-1,-17727,-17727,0,0,738,0,0,0,0,0,0,0,0
1,-8,-5909,5909,0,0,738,0,0,0,0,0,0,0,0
1,7,17727,-17727,0,0,738,0,0,0,0,0,0,0,0
1,2,17727,5909,0,0,738,0,0,0,0,0,0,0,0
1,5,5909,-17727,0,0,738,0,0,0,0,32766,2,0,0
1,-3,-5909,-17727,0,0,738,0,0,0,0,32766,39,0,0
1,-7,-5909,17727,0,0,738,0,0,0,0,32766,77,0,0
1,-2,-17727,-5909,0,0,738,0,0,0,0,32766,115,0,0
1,-4,-5909,-5909,0,0,738,0,0,0,0,32766,152,0,0
1,5,5909,-17727,0,0,738,0,0,0,0,32765,190,0,0
1,-1,-17727,-17727,0,0,738,0,0,0,0,32765,228,0,0
1,-8,-5909,5909,0,0,738,0,0,0,0,32765,265,0,0
1,7,17727,-17727,0,0,738,0,0,0,0,32765,303,0,0
1,2,17727,5909,0,0,738,0,0,0,0,32764,341,0,0
1,5,5909,-17727,0,0,738,0,0,0,0,32764,379,0,0
1,-3,-5909,-17727,0,0,738,0,0,0,0,32763,416,0,0
1,-7,-5909,17727,0,0,738,0,0,0,0,32763,454,0,0
1,-2,-17727,-5909,0,0,738,0,0,0,0,32762,492,0,0
1,-4,-5909,-5909,0,0,738,0,0,0,0,32762,529,0,0
1,5,5909,-17727,0,0,738,0,0,0,0,32761,567,0,0
1,-1,-17727,-17727,0,0,738,0,0,0,0,32760,605,0,0
1,-8,-5909,5909,0,0,738,0,0,0,0,32760,642,0,0
1,7,17727,-17727,0,0,738,0,0,0,0,32759,680,0,0
1,2,17727,5909,0,0,738,0,0,0,0,32758,718,0,0
1,5,5909,-17727,0,0,738,0,0,0,0,32757,755,0,0
1,-3,-5909,-17727,0,0,738,0,0,0,0,32756,793,0,0
1,-7,-5909,17727,0,0,738,0,0,0,0,32755,831,0,0
1,-2,-17727,-5909,0,0,738,0,0,0,0,32754,868,0,0
1,-4,-5909,-5909,0,0,738,0,0,0,0,32753,906,0,0
1,5,5909,-17727,0,0,738,0,0,0,0,32752,944,0,0
1,-1,-17727,-17727,0,0,738,0,0,0,0,32751,982,0,0
1,-8,-5909,5909,0,0,738,0,0,0,0,32750,1019,0,0
1,7,17727,-17727,0,0,738,0,0,0,0,32749,1057,0,0
1,2,17727,5909,0,0,738,0,0,0,0,32748,1095,0,0
1,5,5909,-17727,0,0,738,0,0,0,0,32746,1132,0,0
1,-3,-5909,-17727,0,0,738,0,0,0,0,32745,1170,0,0
1,-7,-5909,17727,0,0,738,0,0,0,0,32744,1208,0,0
1,-2,-17727,-5909,0,0,738,0,0,0,0,32742,1245,0,0
1,-4,-5909,-5909,0,0,738,0,0,0,0,32741,1283,0,0
1,5,5909,-17727,0,0,738,0,0,0,0,32739,1321,0,0
1,-1,-17727,-17727,0,0,738,0,0,0,0,32738,1358,0,0
1,-8,-5909,5909,0,0,738,0,0,0,0,32736,1396,0,0
1,7,17727,-17727,0,0,738,0,0,0,0,32735,1434,0,0
1,2,17727,5909,0,0,738,0,0,0,0,32733,1471,0,0
1,5,5909,-17727,0,0,738,0,0,0,0,32731,1509,0,0
1,-3,-5909,-17727,0,0,738,0,0,0,0,32729,1547,0,0
1,-7,-5909,17727,0,0,738,0,0,0,0,32728,1584,0,0
1,-2,-17727,-5909,0,0,738,0,0,0,0,32726,1622,0,0
1,-4,-5909,-5909,0,0,738,0,0,0,0,32724,1660,0,0
1,5,5909,-17727,0,0,738,0,0,0,0,32722,1697,0,0
1,-1,-17727,-17727,0,0,738,0,0,0,0,32720,1735,0,0
1,-8,-5909,5909,0,0,738,0,0,0,0,32718,1772,0,0
1,7,17727,-17727,0,0,738,0,0,0,0,32716,1810,0,0
1,2,17727,5909,0,0,738,0,0,0,0,32714,1848,0,0
1,5,5909,-17727,0,0,738,0,0,0,0,32712,1885,0,0
1,-3,-5909,-17727,0,0,738,0,0,0,0,32710,1923,0,0
1,-7,-5909,17727,0,0,738,0,0,0,0,32707,1961,0,0
1,-2,-17727,-5909,0,0,738,0,0,0,0,32705,1998,0,0
1,-4,-5909,-5909,0,0,738,0,0,0,0,32703,2036,0,0
1,5,5909,-17727,0,0,738,0,0,0,0,32700,2074,0,0
1,-1,-17727,-17727,0,0,738,0,0,0,0,32698,2111,0,0
1,-8,-5909,5909,0,0,738,0,0,0,0,32695,2149,0,0
1,7,17727,-17727,0,0,738,0,0,0,0,32693,2186,0,0
1,2,17727,5909,0,0,738,0,0,0,0,32690,2224,0,0
1,5,5909,-17727,0,0,738,0,0,0,0,32688,2262,0,0
1,-3,-5909,-17727,0,0,738,0,0,0,0,32685,2299,0,0
1,-7,-5909,17727,0,0,738,0,0,0,0,32683,2337,0,0
1,-2,-17727,-5909,0,0,738,0,0,0,0,32680,2374,0,0
1,-4,-5909,-5909,0,0,738,0,0,0,0,32677,2412,0,0
1,5,5909,-17727,0,0,738,0,0,0,0,32674,2450,0,0
1,-1,-17727,-17727,0,0,738,0,0,0,0,32671,2487,0,0
1,-8,-5909,5909,0,0,738,0,0,0,0,32669,2525,0,0
1,7,17727,-17727,0,0,738,0,0,0,0,32666,2562,0,0
1,2,17727,5909,0,0,738,0,0,0,0,32663,2600,0,0
1,5,5909,-17727,-1847,-2955,738,0,0,0,0,32660,2637,0,0
1,-3,-5909,-17727,-2162,-394,927,0,0,0,0,32657,2675,0,0
1,-7,-5909,17727,1171,2674,-2517,-42,-67,0,0,32654,2713,0,0
1,-2,-17727,-5909,-987,1442,-1229,-61,-11,0,0,32650,2750,0,0
1,-4,-5909,-5909,-1108,738,10022,-90,-205,0,0,32647,2788,0,0
1,5,5909,-17727,2214,1418,17727,37,-54,0,0,32644,2825,0,0
1,-1,-17727,-17727,-1784,891,10022,-339,226,0,0,32641,2863,0,0
1,-8,-5909,5909,821,600,-1229,1198,767,0,0,32637,2900,0,0
1,7,17727,-17727,-370,0,-2517,-546,273,0,0,32634,2938,0,0
1,2,17727,5909,-1928,736,927,-31,-23,0,0,32631,2976,0,0
1,5,5909,-17727,3260,-459,738,28,0,0,0,32627,3013,0,0
1,-3,-5909,-17727,1508,-488,0,-55,21,0,0,32624,3051,0,0
1,-7,-5909,17727,369,-739,0,73,-10,0,0,32620,3088,0,0
1,-2,-17727,-5909,-1081,4147,0,0,0,0,0,32617,3126,0,0
1,-4,-5909,-5909,305,-153,0,0,0,0,0,32613,3163,0,0
